id,language,code
50,c,"zhdr = list_tail_entry(&pool->lru, struct zbud_header, lru);
list_del(&zhdr->lru);
list_del(&zhdr->buddy);
zhdr->under_reclaim = true;
first_handle = 0;
last_handle = 0;
if (zhdr->first_chunks)
  first_handle = encode_handle(zhdr, FIRST);
if (zhdr->last_chunks)
  last_handle = encode_handle(zhdr, LAST);
spin_unlock(&pool->lock);"
52,c,"static const struct vm_operations_struct aio_ring_vm_ops = {
  .mremap = aio_ring_mremap,
#if IS_ENABLED(CONFIG_MMU)
  .fault = filemap_fault,
  .map_pages = filemap_map_pages,
  .page_mkwrite = filemap_page_mkwrite,
#endif
};"
54,c,"ctx->mmap_size = nr_pages * PAGE_SIZE;
pr_debug(""attempting mmap of %lu bytes\n"", ctx->mmap_size);
if (mmap_write_lock_killable(mm))
{
  ctx->mmap_size = 0;
  aio_free_ring(ctx);
  return -EINTR;
}"
67,cpp,"bool ECC_InitSanityCheck() {
  CKey key;
  key.MakeNewKey(true);
  CPubKey pubkey = key.GetPubKey();
  return key.VerifyPubKey(pubkey);
}"
68,cpp,"void ECC_Stop() {
  secp256k1_context *ctx = secp256k1_context_sign;
  secp256k1_context_sign = nullptr;
  if (ctx) {
      secp256k1_context_destroy(ctx);
  }
}"
77,cpp,"Decl *getParentDecl() const {
  if (!EntitiesStack.empty())
    return EntitiesStack.back().D;
  return nullptr;
}"
78,cpp,"void repressRefAtLoc(SourceLoc Loc) {
  if (Loc.isInvalid()) return;
  assert(!EntitiesStack.empty());
  EntitiesStack.back().RefsToSuppress.push_back(Loc);
}"
79,cpp,"  bool isRepressed(SourceLoc Loc) const {
  if (EntitiesStack.empty() || Loc.isInvalid())
    return false;
  auto &Suppressed = EntitiesStack.back().RefsToSuppress;
  return std::find(Suppressed.begin(), Suppressed.end(), Loc) != Suppressed.end();
}ool isRepressed(SourceLoc Loc) const {
    if (EntitiesStack.empty() || Loc.isInvalid())
      return false;
    auto &Suppressed = EntitiesStack.back().RefsToSuppress;
    return std::find(Suppressed.begin(), Suppressed.end(), Loc) != Suppressed.end();
  }"
80,cpp,"Expr *getContainingExpr(size_t index) const {
  if (ExprStack.size() > index)
    return ExprStack.end()[-(index + 1)];
  return nullptr;
}"
81,cpp,"Expr *getCurrentExpr() const {
  return ExprStack.empty() ? nullptr : ExprStack.back();
}
Expr *getParentExpr() const {
  return getContainingExpr(1);
}"
82,cpp,"bool indexComment(const Decl *D);
std::pair<unsigned, unsigned> getLineCol(SourceLoc Loc) {
  if (Loc.isInvalid())
    return std::make_pair(0, 0);
  return SrcMgr.getLineAndColumn(Loc, BufferID);
}"
83,cpp,"bool shouldIndex(ValueDecl *D, bool IsRef) const {
  if (D->isImplicit() && !isa<ConstructorDecl>(D))
    return false;
  if (!IdxConsumer.indexLocals() && isLocalSymbol(D))
    return isa<ParamDecl>(D) && !IsRef &&
      D->getDeclContext()->getContextKind() != DeclContextKind::AbstractClosureExpr;
  if (D->isPrivateStdlibDecl())
    return false;
  return true;
}"
84,cpp,"template <typename F>
void warn(F log) {
  if (!enableWarnings)
    return;
  SmallString<128> warning;
  llvm::raw_svector_ostream OS(warning);
  log(OS);
}"
87,cpp,"void index::indexModule(ModuleDecl *module, StringRef hash,
  IndexDataConsumer &consumer) {
assert(module);
IndexSwiftASTWalker walker(consumer, module->getASTContext());
walker.visitModule(*module, hash);
consumer.finish();
}"
115,go,"type Field struct {
	Doc     *CommentGroup
	Names   []*Ident
	Type    Expr
	Tag     *BasicLit
	Comment *CommentGroup
}
func (f *Field) Pos() token.Pos {
	if len(f.Names) > 0 {
		return f.Names[0].Pos()
	}
	return f.Type.Pos()
}"
88,csharp,"static void Main(string[] args)
{
    var twilio = new TwilioRestClient(TWILIO_ACCOUNT_SID, AUTH_TOKEN);
    string[] randomMessages = {
        ""Locked out"",
        ""Pipes broke"",
        ""Food poisoning"",
        ""Not feeling well""
    };
    int randomIndex = new Random().Next(randomMessages.Count());
    String messageToSend = (randomMessages[randomIndex]);
    var message = twilio.SendMessage(YOUR_NUMBER, BOSS_NUMBER, messageToSend);
    Console.WriteLine(message.Sid);
}"
89,csharp,"public static void SetupAll(TestContext context)
{
    Log.Comment(""Searching for WinAppDriver in the same directory where this test was launched from..."");
    string winAppDriver = Path.Combine(context.TestDeploymentDir, ""WinAppDriver.exe"");
    Log.Comment($""Attempting to launch WinAppDriver at: {winAppDriver}"");
    Log.Comment($""Working directory: {Environment.CurrentDirectory}"");
    appDriver = Process.Start(winAppDriver);
}"
90,csharp,"public static void CleanupAll()
{
    try
    {
        appDriver.Kill();
    }
    catch
    {
    }
}"
91,csharp,"protected Model(int width, int height, int N, bool periodic, Heuristic heuristic)
{
    MX = width;
    MY = height;
    this.N = N;
    this.periodic = periodic;
    this.heuristic = heuristic;
}"
92,csharp,"void Ban(int i, int t)
{
    wave[i][t] = false;
    int[] comp = compatible[i][t];
    for (int d = 0; d < 4; d++) comp[d] = 0;
    stack[stacksize] = (i, t);
    stacksize++;
    sumsOfOnes[i] -= 1;
    sumsOfWeights[i] -= weights[t];
    sumsOfWeightLogWeights[i] -= weightLogWeights[t];
    double sum = sumsOfWeights[i];
    entropies[i] = Math.Log(sum) - sumsOfWeightLogWeights[i] / sum;
}"
94,csharp,"public abstract void Save(string filename);
protected static int[] dx = { -1, 0, 1, 0 };
protected static int[] dy = { 0, 1, 0, -1 };
static int[] opposite = { 2, 3, 0, 1 };"
95,csharp,"private MediaTypeCollection _contentTypes;
public ObjectResult(object? value)
{
    Value = value;
    Formatters = new FormatterCollection<IOutputFormatter>();
    _contentTypes = new MediaTypeCollection();
}"
97,csharp,"[StructLayout(LayoutKind.Sequential, Pack = 8)]
public struct PROPVARIANT
{
    public VARTYPE Type;
    public PROPVARIANT_Value Value;
}"
98,csharp,"[StructLayout(LayoutKind.Sequential, Pack = 4)]
public struct PROPVARIANT_SplitI8
{
    public int A;
    public int B;
}
[StructLayout(LayoutKind.Sequential, Pack = 4)]
public struct PROPVARIANT_SplitUI8
{
    public uint A;
    public uint B;
}
[StructLayout(LayoutKind.Sequential)]
public struct PROPVARIANT_Vector
{
    public int Length;
    public IntPtr Ptr;
}"
99,csharp,"public override void SetupGlobalEnvironment(
  TargetInfo Target,
  ref LinkEnvironmentConfiguration OutLinkEnvironmentConfiguration,
  ref CPPEnvironmentConfiguration OutCPPEnvironmentConfiguration
  )
{
      if (Target.Platform == UnrealTargetPlatform.IOS)
  {
  }
}"
100,csharp,"public UE4GameTarget( TargetInfo Target ) : base(Target)
{
  Type = TargetType.Game;
  BuildEnvironment = TargetBuildEnvironment.Shared;
  bOutputToEngineBinaries = true;
  ExtraModuleNames.Add(""UE4Game"");
}"
140,html,"<tr>
<td>
 <a href=""https://linuxtv.org/downloads/legacy/video4linux/API/V4L1_API.html"">V4L original API</a>
</td>
<td>
 Obsoleted by V4L2 API
</td>
</tr>"
143,html,"<ul>
  <li>Menu 3-1</li>
  <li>Menu 3-2</li>
  <li>Menu 3-3</li>
  <li>Menu 3-4</li>
  <li>Menu 3-5</li>
</ul>"
144,html,"<thead>
<tr>
  <th v-for=""key in columns""
    @click=""sortBy(key)""
    :class=""{ active: state.sortKey == key }"">
    {{ capitalize(key) }}
    <span class=""arrow"" :class=""state.sortOrders[key] > 0 ? 'asc' : 'dsc'"">
    </span>
  </th>
</tr>
</thead>"
145,html,"<li class=""nav-item d-none d-sm-inline-block"">
  <a href=""home.html"" class=""nav-link"">Home</a>
</li>
<li class=""nav-item d-none d-sm-inline-block"">
  <a href=""#"" class=""nav-link"">Contact</a>
</li>"
146,html,"<li class=""nav-item"">
<a class=""nav-link"" data-widget=""fullscreen"" href=""#"" role=""button"">
  <i class=""fas fa-expand-arrows-alt""></i>
</a>
</li>"
147,html,"<!-- Brand Logo -->
<a href=""home.html"" class=""brand-link"">
  <img src=""dist/img/logo.png"" alt=""AdminLTE Logo"" class=""brand-image img-circle elevation-3"" style=""opacity: .8"">
  <span class=""brand-text font-weight-light"">MSS ERP</span>
</a>"
148,html,"<div class=""input-group-append"">
  <button class=""btn btn-sidebar"">
    <i class=""fas fa-search fa-fw""></i>
  </button>
</div>"
149,html,"<div v-for=""stat in stats"">
  <label>{{stat.label}}</label>
  <input type=""range"" v-model=""stat.value"" min=""0"" max=""100"" />
  <span>{{stat.value}}</span>
  <button @click=""remove(stat)"" class=""remove"">X</button>
</div>"
150,html,"<form id=""add"">
  <input name=""newlabel"" v-model=""newLabel"" />
  <button @click=""add"">Add a Stat</button>
</form>"
154,java,"public record Build(
  String flavor,
  Type type,
  String hash,
  String date,
  boolean isSnapshot,
  String version,
  String minWireCompatVersion,
  String minIndexCompatVersion,
  String displayString
)"
155,java,"private void writeLittleEndianIntToStdout(int val) throws Exception {
  byte[] buf = new byte[4];
  buf[0] = (byte) val;
  buf[1] = (byte) (val >> 8);
  buf[2] = (byte) (val >> 16);
  buf[3] = (byte) (val >> 24);
  writeToStdout(buf);
}"
156,java,"private Files() {}
public static BufferedReader newReader(File file, Charset charset) throws FileNotFoundException {
  checkNotNull(file);
  checkNotNull(charset);
  return new BufferedReader(new InputStreamReader(new FileInputStream(file), charset));
}"
157,java,"private enum ToStringFunction implements Function<Object, String> {
  INSTANCE;
  @Override
  public String apply(Object o) {
    checkNotNull(o); 
    return o.toString();
  }
  @Override
  public String toString() {
    return ""Functions.toStringFunction()"";
  }
}"
159,java,"@Override
public int hashCode() {
  return map.hashCode();
}
@Override
public String toString() {
  return ""Functions.forMap("" + map + "")"";
}"
161,java,"Options(InterpreterImpl.Options options) {
  super(options);
}
@Override
public Options setUseXNNPACK(boolean useXNNPACK) {
  super.setUseXNNPACK(useXNNPACK);
  return this;
}
@Override
public Options setNumThreads(int numThreads) {
  super.setNumThreads(numThreads);
  return this;
}"
173,java,"public static String readInputStream(InputStream stream) throws IOException
{
  BufferedReader reader = new BufferedReader(
      new InputStreamReader(stream));
  StringBuffer result = new StringBuffer();
  String tmp = reader.readLine();
  while (tmp != null)
  {
    result.append(tmp.trim());
    tmp = reader.readLine();
  }
  reader.close();
  return result.toString();
}"
185,javascript,"function read() {
  if (size === 0) {
    buffer = new Buffer(8192);
    fs.read(fd, buffer, 0, 8192, -1, afterRead);
  } else {
    fs.read(fd, buffer, pos, size - pos, -1, afterRead);
  }
}"
226,kotlin,"class App : Application(), androidx.work.Configuration.Provider by Core {
  override fun onCreate() {
      super.onCreate()
      Core.init(this, MainActivity::class)
  }
  override fun onConfigurationChanged(newConfig: Configuration) {
      super.onConfigurationChanged(newConfig)
      Core.updateNotificationChannels()
  }
}"
227,kotlin,"private fun PrintStream.byteField(name: String, bytes: ByteArray) {
  println(""public static byte[] $name() {"")
  print(""byte[] buf = {"")
  print(bytes.joinToString("","") { it.toString() })
  println(""};"")
  println(""return buf;"")
  println(""}"")
}"
228,kotlin,"fun main() {
  val client = TwilioRestClient(ACCOUNT_SID, AUTH_TOKEN)
  val finalMessage = randomMessages.random()
  val params = ArrayList<NameValuePair>().apply {
      add(BasicNameValuePair(""Body"", ""Gonna work from home. $finalMessage""))
      add(BasicNameValuePair(""From"", YOUR_NUMBER))
      add(BasicNameValuePair(""To"", BOSS_NUMBER))
  }
  val messageFactory = client.getAccount().getMessageFactory()
  val message = messageFactory.create(params)
  System.out.println(message.getSid())
}"
229,kotlin,"fun blinky(value: Int) {
  val port = LED0_GPIO_CONTROLLER
  val led = LED0_GPIO_PIN
  var toggler = false
  val dev = device_get_binding(port)
  gpio_pin_configure(dev, led.convert(), GPIO_DIR_OUT)
  while (true) {
       /* Set pin to HIGH/LOW every 1 second */
       gpio_pin_write(dev, led.convert(), if (toggler) 1U else 0U);
       toggler = !toggler
       k_sleep(1000 * value);
 }
}"
230,kotlin,"@JvmName(""-deprecated_boundary"")
@Deprecated(
    message = ""moved to val"",
    replaceWith = ReplaceWith(expression = ""boundary""),
    level = DeprecationLevel.ERROR)
fun boundary(): String = boundary"
231,kotlin,"fun test(nullable: String?): Boolean {
  return nullable != null &&
          nullable.length == 2
}
fun testExpressionBody(nullable: String?) =
  nullable != null &&
          nullable.length == 2"
232,kotlin,"@JvmName(""-deprecated_headers"")
@Deprecated(
    message = ""moved to val"",
    replaceWith = ReplaceWith(expression = ""headers""),
    level = DeprecationLevel.ERROR)
fun headers(): Headers = headers"
235,kotlin,"fun foo() {
  super.foo();
  super<Int>.foo();
  super<>.foo();
  super<Int>@label.foo();
}"
236,kotlin,"data class Todo (
  val id: Double = guid(),
  val title: String,
  var completed: Boolean = false
)"
237,kotlin,"fun foo(shouldThrow: Boolean) {
  try {
      if (shouldThrow) throw Exception()
  } catch (e: Exception) {
      ""OK""
  }
  ""OK""
}"
238,kotlin,"fun foo() {
  try {
      mightThrow()
  } finally {
      ""FINALLY""
  }
  val t = try {
      mightThrow2()
  } finally {
      ""FINALLY2""
  }
}"
239,kotlin,"fun mightThrow() {
  if (throw1) throw Exception()
}
fun mightThrow2() {
  if (throw2) throw Exception()
}"
245,python,"def exec_tests(linux: kunit_kernel.LinuxSourceTree,
  request: KunitExecRequest) -> KunitResult:
kunit_parser.print_with_timestamp('Starting KUnit Kernel ...')
test_start = time.time()
result = linux.run_kernel(
timeout=None if request.alltests else request.timeout,
         filter_glob=request.filter_glob,
build_dir=request.build_dir)
test_end = time.time()
return KunitResult(KunitStatus.SUCCESS,
  result,
  test_end - test_start)"
247,python,"def __str__(self) -> str:
return self.ToPerfJson()
def __or__(self, other: Union[int, float, 'Expression']) -> 'Operator':
return Operator('|', self, other)
def __ror__(self, other: Union[int, float, 'Expression']) -> 'Operator':
return Operator('|', other, self)"
254,python,"if explicit_dtype is not None:
return explicit_dtype
elif nest.is_sequence(state):
inferred_dtypes = [element.dtype for element in nest.flatten(state)]
if not inferred_dtypes:
  raise ValueError(""Unable to infer dtype from empty state."")
all_same = all([x == inferred_dtypes[0] for x in inferred_dtypes])
if not all_same:
  raise ValueError(
      ""State has tensors of different inferred_dtypes. Unable to infer a ""
      ""single representative dtype."")
return inferred_dtypes[0]
else:
return state.dtype"
255,python,"def _rnn_step(
  time, sequence_length, min_sequence_length, max_sequence_length,
  zero_output, state, call_cell, state_size, skip_conditionals=False):"
259,python,"def __init__(self, raw, offset):
self._len, self._type = struct.unpack(""HH"", raw[offset:offset + 4])
self.type = self._type & ~Netlink.NLA_TYPE_MASK
self.payload_len = self._len
self.full_len = (self.payload_len + 3) & ~3
self.raw = raw[offset + 4:offset + self.payload_len]"
260,python,"@classmethod
def get_format(cls, attr_type, byte_order=None):
    format = cls.type_formats[attr_type]
    if byte_order:
        return format.big if byte_order == ""big-endian"" \
            else format.little
    return format.native"
261,python,"@classmethod
def formatted_string(cls, raw, display_hint):
    if display_hint == 'mac':
        formatted = ':'.join('%02x' % b for b in raw)
    elif display_hint == 'hex':
        formatted = bytes.hex(raw, ' ')
    elif display_hint in [ 'ipv4', 'ipv6' ]:
        formatted = format(ipaddress.ip_address(raw))
    elif display_hint == 'uuid':
        formatted = str(uuid.UUID(bytes=raw))
    else:
        formatted = raw
    return formatted"
262,python,"def as_scalar(self, attr_type, byte_order=None):
format = self.get_format(attr_type, byte_order)
return format.unpack(self.raw)[0]
def as_strz(self):
return self.raw.decode('ascii')[:-1]
def as_bin(self):
return self.raw"
265,python,"def __iter__(self):
yield from self.attrs
def __repr__(self):
msg = ''
for a in self.attrs:
    if msg:
        msg += '\n'
    msg += repr(a)
return msg"
273,typescript,"const insertDirectoryRecursive = (dir: string) => {
  if (seenDir[dir]) {
    return;
  }
  let lastSlash = dir.lastIndexOf('/');
  if (lastSlash === -1) {
    lastSlash = dir.lastIndexOf('\\');
  }
  if (lastSlash !== -1) {
    insertDirectoryRecursive(dir.substring(0, lastSlash));
  }
  seenDir[dir] = true;
  filesystem.insertDirectory(dir);
};"
276,typescript,"private _executeSoon(): void {
  if (this._executeSoonTimer !== null) {
    clearTimeout(this._executeSoonTimer);
    this._executeSoonTimer = null;
  }
  this._executeSoonTimer = setTimeout(() => {
    this._executeSoonTimer = null;
    this.execute();
  }, 20);
}"
289,typescript,"const eventuallyRun = debounce(() => {
  const paths = Object.keys(buffer);
  if (paths.length === 0) {
    return;
  }
  const data = paths.map(path => buffer[path]);
  buffer = Object.create(null);
  run(es.readArray(data), true);
}, 500);"
292,typescript,"export class ResolvedAuthority {
  readonly host: string;
  readonly port: number;
  readonly connectionToken: string | undefined;
  constructor(host: string, port: number, connectionToken?: string);
}"
